"","Geneid","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04","total_counts"
"494","Smp_128690",3,2,0,0,1,4,2,0,12
"495","Smp_128370",2,0,4,0,4,0,0,2,12
"496","Smp_011570",6,2,0,12,4,10,0,12,46
"497","Smp_213240",2,0,0,2,4,2,0,0,10
"498","Smp_128390",7,3,4,3,3,0,2,3,25
"499","Smp_011860",4,2,0,0,2,0,0,2,10
"500","Smp_347640",2,0,2,2,2,0,0,2,10
"501","Smp_021370",2,0,2,4,0,4,0,2,14
"502","Smp_021730",2,0,2,4,2,10,0,2,22
"503","Smp_103920",4,0,2,5,0,3,0,2,16
"504","Smp_103930",2,0,0,2,0,8,0,4,16
"505","Smp_103470",6,2,0,0,0,10,0,0,18
"506","Smp_103460",6,0,0,2,4,2,0,4,18
"507","Smp_302920",4,0,2,0,1,1,0,4,12
"508","Smp_322900",4,0,0,1,2,0,0,6,13
"509","Smp_059350",2,0,0,2,4,0,0,2,10
"510","Smp_059340",6,0,0,4,0,2,2,1,15
"511","Smp_154000",4,1,2,2,3,1,0,0,13
"512","Smp_333040",29,16,15,18,9,14,1,11,113
"513","Smp_345570",15,6,20,14,4,12,1,9,81
"514","Smp_091840",3,0,4,0,0,2,0,4,13
"515","Smp_201220",2,0,1,1,1,5,0,2,12
"516","Smp_305120",0,1,3,4,0,0,0,2,10
"517","Smp_080980",4,4,4,2,6,16,0,4,40
"518","Smp_165780",2,2,0,0,0,2,0,4,10
"519","Smp_080920",0,0,2,14,8,10,0,4,38
"520","Smp_159100",2,2,2,2,0,2,0,2,12
"521","Smp_322970",7,2,0,2,0,0,0,6,17
"522","Smp_159090",21,14,8,16,11,21,0,25,116
"523","Smp_079970",0,0,3,7,0,6,0,1,17
"524","Smp_079960",4,0,3,8,4,9,0,5,33
"525","Smp_079920",4,0,0,4,0,4,0,4,16
"526","Smp_094810",2,0,0,2,2,5,2,0,13
"527","Smp_305220",6,2,0,0,0,2,0,0,10
"528","Smp_180000",26,4,2,10,4,19,4,10,79
"529","Smp_350050",17,4,2,8,3,14,1,6,55
"530","Smp_179610",1,0,0,0,2,2,0,9,14
"531","Smp_165460",2,0,0,2,2,4,0,2,12
"532","Smp_080370",2,0,0,2,0,2,0,6,12
"533","Smp_178750",3,3,5,2,1,4,0,2,20
"534","Smp_164410",3,4,0,4,0,2,0,0,13
"535","Smp_078320",4,0,2,2,2,6,0,4,20
"536","Smp_038510",6,2,4,6,4,6,0,10,38
"537","Smp_038560",2,0,2,2,0,6,0,6,18
"538","Smp_316570",38,6,7,8,3,4,3,9,78
"539","Smp_061840",12,1,2,4,0,2,0,1,22
"540","Smp_244560",4,0,7,2,2,2,0,0,17
"541","Smp_061920",4,0,2,4,2,4,0,2,18
"542","Smp_061940",14,0,4,2,0,10,0,10,40
"543","Smp_066760",8,2,2,8,12,0,0,12,44
"544","Smp_203630",3,0,4,2,0,2,0,3,14
"545","Smp_203635",28,2,16,30,10,11,4,57,158
"546","Smp_177290",5,0,1,1,2,7,0,0,16
"547","Smp_346810",4,2,1,3,4,11,0,4,29
"548","Smp_147420",0,0,2,2,2,4,0,5,15
"549","Smp_340800",8,0,4,2,2,2,0,0,18
"550","Smp_047200",4,0,6,0,2,2,0,2,16
"551","Smp_147460",4,0,0,0,2,4,0,0,10
"552","Smp_163250",2,2,1,3,0,7,2,4,21
"553","Smp_345410",1,1,0,5,0,1,0,8,16
"554","Smp_163320",9,6,7,10,6,11,2,14,65
"555","Smp_163330",2,0,2,1,4,4,2,13,28
"556","Smp_076530",6,0,0,0,4,2,4,2,18
"557","Smp_058170",4,0,4,4,4,6,2,2,26
"558","Smp_058270",1,0,0,2,0,4,0,4,11
"559","Smp_153590",2,0,2,2,2,4,2,0,14
"560","Smp_058450",16,7,6,2,0,13,2,6,52
"561","Smp_153700",2,2,0,8,0,6,0,0,18
"562","Smp_058620",0,0,0,2,0,4,0,4,10
"563","Smp_153710",13,3,9,6,3,10,1,1,46
"564","Smp_058690",11,0,4,8,6,19,0,8,56
"565","Smp_345880",14,8,6,26,4,13,2,19,92
"566","Smp_323210",15,10,5,11,4,38,0,11,94
"567","Smp_098650",5,5,4,3,0,2,2,3,24
"568","Smp_176370",4,2,0,1,1,2,0,4,14
"569","Smp_018240",10,0,2,4,2,6,0,2,26
"570","Smp_018220",3,2,2,0,1,2,0,0,10
"571","Smp_132180",0,0,4,6,0,2,0,2,14
"572","Smp_244490",8,0,0,2,2,2,0,0,14
"573","Smp_305730",4,2,0,9,2,4,0,4,25
"574","Smp_132090",0,0,4,4,2,0,0,4,14
"575","Smp_340300",0,2,0,2,4,4,4,2,18
"576","Smp_131950",4,0,0,0,0,6,0,2,12
"577","Smp_017750",2,0,0,0,4,4,0,0,10
"578","Smp_323420",5,0,0,3,0,0,0,3,11
"579","Smp_065840",2,0,0,2,0,4,0,4,12
"580","Smp_025570",5,1,6,3,5,7,0,4,31
"581","Smp_025510",0,0,4,0,0,4,0,2,10
"582","Smp_025380",4,0,10,0,0,4,0,4,22
"583","Smp_135900",0,0,4,2,0,0,0,4,10
"584","Smp_323540",0,3,1,0,1,1,0,7,13
"585","Smp_135840",0,0,6,0,0,6,0,4,16
"586","Smp_025130",2,0,0,0,4,4,0,2,12
"587","Smp_341020",0,2,2,2,2,0,0,6,14
"588","Smp_064860",2,2,0,0,4,2,0,2,12
"589","Smp_064870",2,2,2,1,0,1,0,2,10
"590","Smp_046130",0,0,0,2,2,0,2,4,10
"591","Smp_046090",12,2,2,2,2,2,0,6,28
"592","Smp_046060",2,2,0,0,4,4,0,4,16
"593","Smp_045950",16,10,5,17,7,12,1,11,79
"594","Smp_347610",11,9,13,34,14,27,5,19,132
"595","Smp_244460",0,0,0,0,2,4,0,14,20
"596","Smp_350020",14,10,11,18,0,22,2,5,82
"597","Smp_323650",33,10,10,18,2,28,3,15,119
"598","Smp_024030",21,9,20,27,13,24,2,16,132
"599","Smp_024110",4,0,0,4,0,2,0,6,16
"600","Smp_024120",4,0,0,2,6,0,0,2,14
"601","Smp_024140",12,2,8,12,2,10,0,4,50
"602","Smp_135280",0,0,4,2,0,2,0,2,10
"603","Smp_020550",2,2,0,2,0,5,2,6,19
"604","Smp_102160",2,0,3,0,4,2,0,0,11
"605","Smp_331810",4,0,2,0,0,1,0,4,11
"606","Smp_054320",86,28,53,83,38,116,10,94,508
"607","Smp_054340",12,2,6,2,0,4,0,8,34
"608","Smp_054470",2,0,0,0,0,2,0,7,11
"609","Smp_054540",2,2,0,0,2,0,0,6,12
"610","Smp_151320",5,4,5,11,0,17,0,9,51
"611","Smp_054560",2,2,0,2,0,3,0,2,11
"612","Smp_038980",2,0,0,0,3,6,0,0,11
"613","Smp_142740",2,0,2,6,0,1,0,2,13
"614","Smp_090240",11,4,5,5,0,8,0,6,39
"615","Smp_323810",68,27,61,97,29,188,12,64,546
"616","Smp_060190",0,2,2,2,4,4,2,2,18
"617","Smp_323830",15,0,4,8,3,6,0,16,52
"618","Smp_346280",2,2,2,6,2,0,0,0,14
"619","Smp_099030",6,0,0,2,0,6,0,6,20
"620","Smp_074700",2,2,2,4,6,8,2,0,26
"621","Smp_345350",3,1,1,15,2,4,1,6,33
"622","Smp_341180",7,0,3,5,0,5,1,7,28
"623","Smp_162390",1,0,2,2,2,6,0,0,13
"624","Smp_074470",0,0,2,0,0,8,0,0,10
"625","Smp_162350",2,0,0,2,2,2,0,2,10
"626","Smp_104210",3,2,5,0,2,2,0,2,16
"627","Smp_180350",16,0,4,13,4,1,2,2,42
"628","Smp_244250",2,4,4,2,0,3,2,3,20
"629","Smp_055900",6,0,0,2,0,4,0,0,12
"630","Smp_055880",2,0,4,6,2,12,0,2,28
"631","Smp_055870",0,0,0,0,0,4,0,6,10
"632","Smp_055800",12,6,12,10,2,2,2,2,48
"633","Smp_044970",0,2,10,4,0,0,0,2,18
"634","Smp_130540",7,1,0,0,0,4,0,0,12
"635","Smp_266790",2,0,0,6,0,4,0,2,14
"636","Smp_130520",4,0,2,4,2,4,0,2,18
"637","Smp_266800",6,0,2,3,1,14,1,8,35
"638","Smp_311350",3,0,5,7,1,7,1,5,29
"639","Smp_242930",7,0,1,3,3,2,0,0,16
"640","Smp_030500",8,0,6,10,0,10,0,10,44
"641","Smp_138640",4,6,2,4,2,8,0,6,32
"642","Smp_315810",0,3,2,2,0,2,0,5,14
"643","Smp_168660",2,0,4,0,0,0,0,4,10
"644","Smp_075440",4,1,6,1,4,0,0,4,20
"645","Smp_075210",4,0,0,8,2,4,0,0,18
"646","Smp_129770",0,2,2,2,2,0,0,8,16
"647","Smp_198520",5,5,0,1,2,0,0,0,13
"648","Smp_161160",4,2,0,2,2,8,0,2,20
"649","Smp_071630",0,0,2,2,0,4,0,2,10
"650","Smp_306710",0,0,2,3,0,1,1,6,13
"651","Smp_071610",0,2,0,0,0,8,0,0,10
"652","Smp_170160",0,0,2,4,5,0,0,2,13
"653","Smp_170150",2,0,0,4,0,0,0,4,10
"654","Smp_333310",0,4,0,2,2,2,0,4,14
"655","Smp_244010",2,2,7,1,1,0,0,5,18
"656","Smp_340960",6,3,2,10,1,3,0,6,31
"657","Smp_004910",0,0,2,0,6,2,0,2,12
"658","Smp_347050",2,0,0,0,2,2,0,4,10
"659","Smp_054240",8,0,6,2,6,22,0,2,46
"660","Smp_333010",17,1,7,9,3,10,0,5,52
"661","Smp_054120",2,1,2,8,2,0,0,2,17
"662","Smp_151100",0,0,0,7,2,2,0,0,11
"663","Smp_076010",2,2,0,8,2,4,0,0,18
"664","Smp_066200",2,2,4,2,1,3,0,2,16
"665","Smp_039670",6,5,4,10,4,4,0,15,48
"666","Smp_143760",69,21,40,43,30,35,6,63,307
"667","Smp_324120",10,0,0,0,0,0,0,6,16
"668","Smp_143840",0,0,0,0,4,2,1,4,11
"669","Smp_039810",0,2,4,2,0,2,0,0,10
"670","Smp_032320",2,2,2,0,2,2,2,2,14
"671","Smp_032510",2,0,0,2,0,4,2,0,10
"672","Smp_306990",10,2,5,3,2,5,2,12,41
"673","Smp_307000",3,2,0,14,2,4,4,2,31
"674","Smp_307020",8,3,8,21,2,7,0,2,51
"675","Smp_073470",2,0,0,2,0,4,0,2,10
"676","Smp_155060",30,4,6,12,10,12,4,18,96
"677","Smp_061200",10,2,7,8,6,10,0,10,53
"678","Smp_155020",7,2,4,11,0,10,2,6,42
"679","Smp_349870",5,3,8,9,0,4,0,6,35
"680","Smp_044680",4,0,0,0,2,6,0,10,22
"681","Smp_051210",10,0,2,0,6,8,1,8,35
"682","Smp_051230",6,2,2,0,4,22,0,8,44
"683","Smp_051260",14,2,2,8,8,12,0,18,64
"684","Smp_051300",0,2,1,0,2,2,4,3,14
"685","Smp_324190",56,32,44,76,26,140,8,64,446
"686","Smp_245470",14,4,4,2,2,2,0,16,44
"687","Smp_163710",2,0,0,12,0,6,0,4,24
"688","Smp_307090",4,2,4,0,2,5,0,8,25
"689","Smp_017010",12,2,0,6,4,4,0,2,30
"690","Smp_324230",11,3,6,14,0,8,1,3,46
"691","Smp_324240",4,0,1,4,0,2,0,0,11
"692","Smp_017070",0,2,0,3,0,2,0,4,11
"693","Smp_333350",3,0,0,0,6,2,0,0,11
"694","Smp_160270",0,0,4,2,2,4,0,4,16
"695","Smp_075500",0,0,0,2,0,6,0,4,12
"696","Smp_243870",2,4,6,6,6,7,0,25,56
"697","Smp_075640",0,0,0,4,2,0,0,6,12
"698","Smp_244130",2,0,2,4,2,0,0,0,10
"699","Smp_350190",1364,645,1639,2693,585,3826,187,2242,13181
"700","Smp_155110",0,0,2,6,4,0,0,2,14
"701","Smp_084180",2,0,0,1,1,5,0,4,13
"702","Smp_324360",5,4,6,10,4,17,0,4,50
"703","Smp_340520",3,0,0,1,1,6,0,4,15
"704","Smp_026560",4,0,4,12,2,12,0,12,46
"705","Smp_307270",3,2,0,6,4,6,0,6,27
"706","Smp_173650",0,1,4,4,1,2,0,0,12
"707","Smp_333420",2,4,4,6,0,7,0,12,35
"708","Smp_176080",3,0,2,4,0,6,0,0,15
"709","Smp_164650",2,2,4,2,4,6,2,6,28
"710","Smp_160370",5,0,0,2,0,1,0,2,10
"711","Smp_150320",2,2,2,6,4,2,0,6,24
"712","Smp_329780",13,4,10,30,6,20,0,24,107
"713","Smp_349520",5,0,1,2,2,2,0,8,20
"714","Smp_349530",5,0,1,2,1,4,0,12,25
"715","Smp_348930",1,2,2,1,2,4,0,1,13
"716","Smp_348940",1,0,0,5,0,3,0,5,14
"717","Smp_349400",0,2,1,1,0,2,0,4,10
"718","Smp_328750",3,0,2,11,7,9,2,6,40
"719","Smp_030730",14,4,24,20,10,14,0,28,114
"720","Smp_138760",17,3,9,9,4,24,1,10,77
"721","Smp_030690",0,0,0,2,6,4,0,0,12
"722","Smp_327300",241,152,483,527,257,1357,83,693,3793
"723","Smp_350180",5,2,8,14,10,52,0,21,112
"724","Smp_350100",2,2,10,14,9,44,0,26,107
"725","Smp_307600",6,2,2,7,7,14,0,1,39
"726","Smp_072900",10,8,8,10,3,10,2,16,67
"727","Smp_072790",1,0,0,1,3,3,0,3,11
"728","Smp_347830",4,0,2,8,2,2,2,2,22
"729","Smp_197690",4,2,2,13,5,0,2,2,30
"730","Smp_159990",8,5,3,6,0,2,0,3,27
"731","Smp_160000",0,0,4,2,2,0,0,2,10
"732","Smp_350120",1,0,0,3,1,7,0,6,18
"733","Smp_337380",0,0,7,3,0,0,0,0,10
"734","Smp_151780",6,2,3,2,2,3,1,4,23
"735","Smp_336660",46,17,21,37,7,19,4,26,177
"736","Smp_331870",0,2,0,2,0,2,0,6,12
"737","Smp_105680",2,2,0,0,0,4,2,0,10
"738","Smp_316660",2,0,2,4,4,0,0,6,18
"739","Smp_098960",8,0,0,8,4,4,0,8,32
"740","Smp_191400",13,10,11,10,5,7,3,15,74
"741","Smp_325610",10,2,4,1,0,2,0,7,26
"742","Smp_333470",108,55,49,125,45,151,14,81,628
"743","Smp_187190",8,2,2,10,0,6,0,4,32
"744","Smp_350500",312,105,128,241,24,240,14,128,1192
"745","Smp_347580",13,2,4,6,2,1,1,7,36
"746","Smp_335800",17,2,9,20,5,8,0,20,81
"747","Smp_325670",5,0,0,3,2,1,1,3,15
"748","Smp_340590",0,0,4,4,0,4,0,2,14
"749","Smp_029400",0,0,2,6,0,2,0,4,14
"750","Smp_341840",4,0,0,2,0,0,2,2,10
"751","Smp_205660",397,199,149,173,80,474,21,81,1574
"752","Smp_194420",2,0,0,2,0,4,0,4,12
"753","Smp_104500",2,0,0,4,0,6,0,0,12
"754","Smp_242670",7,4,4,6,8,14,0,4,47
"755","Smp_004550",1,2,3,2,0,0,0,2,10
"756","Smp_325760",2,0,0,4,2,6,2,4,20
"757","Smp_004310",2,0,0,4,2,2,0,0,10
"758","Smp_167410",4,0,0,3,0,0,0,3,10
"759","Smp_243200",2,1,4,0,0,4,2,0,13
"760","Smp_167500",3,2,2,0,5,6,0,2,20
"761","Smp_083540",5,2,6,4,1,0,0,5,23
"762","Smp_069130",6,2,6,4,4,0,0,10,32
"763","Smp_121780",8,10,7,16,4,10,3,12,70
"764","Smp_052910",6,2,2,2,0,6,0,2,20
"765","Smp_157980",84,22,24,74,31,59,9,67,370
"766","Smp_308145",0,0,1,2,2,6,0,0,11
"767","Smp_074050",6,0,2,2,2,4,0,2,18
"768","Smp_074000",8,4,0,0,12,6,0,2,32
"769","Smp_073940",2,0,4,7,2,2,0,0,17
"770","Smp_073880",10,0,6,10,4,10,0,4,44
"771","Smp_211260",4,2,0,3,0,6,1,1,17
"772","Smp_029240",6,0,2,0,0,4,0,8,20
"773","Smp_137890",0,0,4,0,6,8,0,6,24
"774","Smp_137870",3,0,0,4,0,4,0,2,13
"775","Smp_029060",2,0,0,0,2,6,0,0,10
"776","Smp_341630",12,0,0,12,0,6,0,0,30
"777","Smp_076740",6,0,0,0,0,0,0,4,10
"778","Smp_018250",2,0,2,6,0,0,0,2,12
"779","Smp_018310",4,2,6,0,6,6,0,8,32
"780","Smp_132250",6,1,1,2,4,1,1,3,19
"781","Smp_018360",0,0,0,0,2,4,2,4,12
"782","Smp_132300",3,0,0,0,2,7,1,1,14
"783","Smp_325920",4,2,4,8,10,10,0,10,48
"784","Smp_018530",8,0,4,2,8,6,0,0,28
"785","Smp_331920",7,0,0,6,0,6,0,8,27
"786","Smp_094140",5,1,0,2,3,4,0,5,20
"787","Smp_126240",5,0,2,4,0,0,0,0,11
"788","Smp_074780",2,0,0,4,0,0,0,4,10
"789","Smp_074930",0,0,4,2,0,14,0,4,24
"790","Smp_074950",2,0,4,2,0,2,0,0,10
"791","Smp_162630",4,0,4,0,2,6,0,2,18
"792","Smp_162660",5,2,6,3,3,5,0,4,28
"793","Smp_075120",2,0,0,6,0,4,0,4,16
"794","Smp_096020",4,0,0,4,2,4,0,0,14
"795","Smp_346320",27,15,5,18,3,34,8,30,140
"796","Smp_174850",10,2,6,3,0,12,0,7,40
"797","Smp_145890",6,0,2,0,0,1,0,2,11
"798","Smp_197390",4,2,0,8,0,2,0,2,18
"799","Smp_343900",0,0,0,3,2,2,0,12,19
"800","Smp_044250",2,0,0,2,2,0,0,8,14
"801","Smp_326040",2,0,0,0,0,4,0,4,10
"802","Smp_129360",2,0,4,0,6,6,2,4,24
"803","Smp_013370",13,3,3,4,1,11,1,7,43
"804","Smp_013470",8,4,4,10,0,18,0,12,56
"805","Smp_070680",2,2,2,4,2,2,2,0,16
"806","Smp_160600",4,0,4,0,6,8,0,2,24
"807","Smp_186670",8,0,2,2,2,2,0,2,18
"808","Smp_106130",6,4,0,4,2,2,0,16,34
"809","Smp_181460",4,0,0,0,0,2,0,8,14
"810","Smp_105970",0,0,0,0,6,2,0,2,10
"811","Smp_347300",2,0,0,4,4,2,0,0,12
"812","Smp_085110",2,2,0,4,2,4,0,2,16
"813","Smp_210480",4,0,2,0,2,2,2,2,14
"814","Smp_010110",4,0,2,3,0,1,0,0,10
"815","Smp_212540",45,14,22,22,12,46,4,28,193
"816","Smp_316690",25,5,8,28,4,25,1,13,109
"817","Smp_210070",2,2,3,0,0,2,0,7,16
"818","Smp_127500",0,2,4,2,0,4,0,0,12
"819","Smp_127460",2,2,1,3,0,1,1,2,12
"820","Smp_326180",20,8,14,17,7,20,4,20,110
"821","Smp_326190",8,0,0,0,4,2,0,0,14
"822","Smp_308600",1,1,7,0,2,0,0,5,16
"823","Smp_246440",2,0,2,0,2,0,0,4,10
"824","Smp_026340",4,2,0,0,0,0,0,4,10
"825","Smp_026260",2,0,0,4,0,2,0,2,10
"826","Smp_092810",4,2,0,6,0,2,0,0,14
"827","Smp_335460",34,8,10,45,1,26,0,9,133
"828","Smp_335470",34,8,10,44,1,27,0,8,132
"829","Smp_335480",24,12,9,31,0,22,0,8,106
"830","Smp_335490",19,5,8,24,0,15,0,7,78
"831","Smp_335510",35,10,12,50,1,31,0,12,151
"832","Smp_052350",4,2,0,4,0,0,0,0,10
"833","Smp_084380",2,0,0,2,0,2,0,6,12
"834","Smp_085750",6,0,7,6,0,7,0,10,36
"835","Smp_085740",6,2,6,1,5,5,1,3,29
"836","Smp_131600",18,3,8,5,2,8,2,10,56
"837","Smp_063230",0,0,4,0,0,0,2,6,12
"838","Smp_063330",8,0,2,0,0,0,0,2,12
"839","Smp_063350",0,0,4,8,0,6,0,4,22
"840","Smp_063390",0,1,0,6,2,2,0,0,11
"841","Smp_156340",20,8,10,14,13,20,0,20,105
"842","Smp_063420",4,0,0,10,6,4,2,0,26
"843","Smp_241400",4,0,6,4,2,0,0,2,18
"844","Smp_021340",0,2,2,4,0,2,0,2,12
"845","Smp_123440",2,0,2,2,2,2,0,4,14
"846","Smp_123570",6,0,0,5,2,2,0,9,24
"847","Smp_123600",6,0,0,5,7,3,0,5,26
"848","Smp_123610",31,6,10,20,8,9,1,30,115
"849","Smp_300810",13,1,4,5,11,1,2,1,38
"850","Smp_345510",2,0,2,0,4,0,0,2,10
"851","Smp_078730",6,0,0,0,0,3,0,2,11
"852","Smp_079770",4,0,2,2,2,6,0,4,20
"853","Smp_079740",12,5,12,12,5,5,3,14,68
"854","Smp_079730",14,4,5,15,2,11,2,13,66
"855","Smp_084940",4,2,10,2,0,3,0,10,31
"856","Smp_168170",0,0,4,6,2,0,0,2,14
"857","Smp_029670",23,14,4,33,6,14,1,18,113
"858","Smp_138240",13,2,6,19,2,19,0,8,69
"859","Smp_246360",4,2,2,8,0,0,0,0,16
"860","Smp_138320",0,2,2,0,0,0,0,6,10
"861","Smp_029890",0,0,2,2,0,4,0,3,11
"862","Smp_343220",11,6,1,15,3,7,1,1,45
"863","Smp_138520",3,0,2,5,0,2,0,1,13
"864","Smp_340630",4,3,0,4,0,2,1,2,16
"865","Smp_179810",4,0,0,0,0,4,0,4,12
"866","Smp_000640",2,0,0,0,2,4,0,2,10
"867","Smp_000600",2,0,0,4,2,0,0,4,12
"868","Smp_000480",4,0,3,10,2,0,0,3,22
"869","Smp_326570",4,2,2,10,0,6,1,6,31
"870","Smp_000370",2,0,0,0,2,5,0,2,11
"871","Smp_000320",2,0,0,2,0,2,2,2,10
"872","Smp_000240",4,0,0,2,4,4,0,2,16
"873","Smp_326620",0,0,2,0,2,6,0,0,10
"874","Smp_000190",2,2,0,3,0,4,0,2,13
"875","Smp_118830",0,0,0,0,2,2,0,6,10
"876","Smp_167680",2,0,2,0,2,4,0,0,10
"877","Smp_144360",0,2,0,3,4,2,0,4,15
"878","Smp_040790",8,0,4,2,0,8,0,2,24
"879","Smp_040800",2,2,10,0,0,0,0,6,20
"880","Smp_196090",7,1,0,4,1,0,0,0,13
"881","Smp_027910",4,0,1,0,0,1,0,4,10
"882","Smp_027920",2,0,2,6,4,2,2,6,24
"883","Smp_333660",4,0,2,6,0,2,0,6,20
"884","Smp_023470",4,0,4,5,4,4,0,2,23
"885","Smp_023360",5,0,2,0,0,8,0,4,19
"886","Smp_026920",1,5,1,5,1,5,0,6,24
"887","Smp_214060",2,0,2,4,4,2,0,2,16
"888","Smp_132590",0,0,2,0,4,4,0,3,13
"889","Smp_100110",6,0,2,0,6,8,0,2,24
"890","Smp_100090",4,2,4,2,0,4,2,4,22
"891","Smp_100070",8,4,2,1,0,4,0,4,23
"892","Smp_100040",0,0,2,4,2,4,0,2,14
"893","Smp_177020",3,0,6,4,6,7,0,12,38
"894","Smp_309680",3,0,1,3,3,2,0,2,14
"895","Smp_202400",4,2,0,2,0,4,0,0,12
"896","Smp_165870",6,0,0,0,0,4,0,0,10
"897","Smp_326750",2,0,2,0,2,5,0,0,11
"898","Smp_342860",19,6,14,8,1,10,2,14,74
"899","Smp_055340",0,0,0,2,2,4,2,0,10
"900","Smp_309720",0,1,1,0,5,9,0,7,23
"901","Smp_309710",0,1,5,0,3,9,0,8,26
"902","Smp_007900",0,4,0,6,16,14,2,8,50
"903","Smp_172700",3,0,2,14,2,8,0,10,39
"904","Smp_092500",2,2,0,2,0,2,0,4,12
"905","Smp_001170",4,0,2,4,2,0,0,4,16
"906","Smp_001090",1,0,5,2,4,2,0,2,16
"907","Smp_200240",2,0,4,4,0,6,0,6,22
"908","Smp_000990",0,0,0,8,2,0,0,4,14
"909","Smp_000820",2,2,0,2,0,2,0,2,10
"910","Smp_000740",4,0,0,4,0,6,0,0,14
"911","Smp_335930",2,0,0,0,7,4,0,4,17
"912","Smp_346760",2,5,0,1,1,1,0,4,14
"913","Smp_349650",4,0,2,2,5,0,0,6,19
"914","Smp_150690",4,0,2,4,2,8,0,0,20
"915","Smp_053230",4,2,4,6,0,6,0,8,30
"916","Smp_053220",2,0,0,4,0,4,0,2,12
"917","Smp_053130",8,0,2,2,4,12,0,2,30
"918","Smp_329010",2,2,2,2,0,2,0,1,11
"919","Smp_349700",5,0,0,4,0,1,0,2,12
"920","Smp_316700",0,0,4,2,0,2,0,2,10
"921","Smp_334000",2,0,0,4,0,1,0,6,13
"922","Smp_315900",8,2,4,8,2,12,2,6,44
"923","Smp_213300",6,0,4,2,8,4,0,4,28
"924","Smp_344910",13,3,8,16,1,4,4,9,58
"925","Smp_164730",2,0,2,0,0,6,0,5,15
"926","Smp_197180",0,0,2,6,2,4,0,4,18
"927","Smp_085300",2,0,2,6,2,12,0,6,30
"928","Smp_102340",0,0,2,4,0,0,0,6,12
"929","Smp_141610",2,0,2,0,4,4,0,10,22
"930","Smp_036130",0,0,0,2,2,4,0,2,10
"931","Smp_340700",23,8,18,30,28,73,8,58,246
"932","Smp_036020",1,0,1,3,2,3,0,5,15
"933","Smp_126750",0,0,0,0,4,6,0,4,14
"934","Smp_126740",4,0,2,0,0,0,0,4,10
"935","Smp_008545",16,4,8,22,22,16,0,24,112
"936","Smp_050380",0,1,1,0,2,7,0,0,11
"937","Smp_050360",1,0,4,2,7,6,0,9,29
"938","Smp_050220",2,0,0,10,0,2,0,2,16
"939","Smp_050110",4,0,0,2,5,6,0,3,20
"940","Smp_346980",0,2,0,4,2,0,0,2,10
"941","Smp_148940",12,11,10,8,7,10,1,17,76
"942","Smp_148770",0,0,0,6,0,4,0,2,12
"943","Smp_171490",5,0,0,4,1,4,0,0,14
"944","Smp_092320",2,2,0,0,0,2,0,4,10
"945","Smp_346130",2,2,2,2,0,2,0,0,10
"946","Smp_092380",0,0,0,4,2,4,0,2,12
"947","Smp_312660",4,0,4,0,1,4,0,10,23
"948","Smp_341080",2,0,0,4,10,6,2,6,30
"949","Smp_067810",2,0,0,0,0,6,0,2,10
"950","Smp_317420",8,2,4,2,2,2,0,6,26
"951","Smp_062900",6,0,0,0,2,1,0,6,15
"952","Smp_329200",5,6,2,6,3,8,0,7,37
"953","Smp_089240",2,0,2,4,0,2,2,2,14
"954","Smp_334080",14,4,10,6,6,16,0,8,64
"955","Smp_038710",6,4,7,2,5,4,1,4,33
"956","Smp_348090",9,2,2,1,0,5,0,1,20
"957","Smp_149900",6,0,0,4,2,2,0,0,14
"958","Smp_211030",0,0,4,3,0,1,0,2,10
"959","Smp_052060",0,2,0,2,2,4,0,0,10
"960","Smp_150080",1,2,4,0,2,8,1,3,21
"961","Smp_104860",3,0,0,2,0,1,0,4,10
"962","Smp_312920",2,0,0,2,0,2,0,8,14
"963","Smp_050830",0,0,0,2,2,2,0,6,12
"964","Smp_027550",7,2,1,1,0,5,0,2,18
"965","Smp_027610",4,0,6,8,2,6,2,0,28
"966","Smp_343120",2,2,2,0,6,4,0,0,16
"967","Smp_168430",1,3,8,2,0,6,0,4,24
"968","Smp_336130",2,0,2,4,2,0,0,2,12
"969","Smp_127010",2,0,2,4,0,4,4,0,16
"970","Smp_346970",3,0,0,3,0,6,0,2,14
"971","Smp_301740",6,0,6,0,0,0,0,2,14
"972","Smp_119310",0,0,0,6,2,2,0,4,14
"973","Smp_008900",6,2,2,4,4,2,0,4,24
"974","Smp_347140",4,1,2,2,1,2,0,7,19
"975","Smp_126860",0,2,4,0,0,4,0,0,10
"976","Smp_008710",0,0,2,0,0,8,0,0,10
"977","Smp_329430",2,2,4,2,0,6,0,4,20
"978","Smp_066990",6,0,0,2,0,4,0,2,14
"979","Smp_067000",0,0,2,2,4,0,0,4,12
"980","Smp_066970",2,2,0,4,0,2,2,4,16
"981","Smp_344930",12,5,0,5,0,7,2,2,33
"982","Smp_066890",2,0,2,2,0,2,0,4,12
"983","Smp_064040",3,1,1,1,0,2,0,8,16
"984","Smp_069160",14,0,2,6,1,12,1,8,44
"985","Smp_340470",2,4,0,2,0,0,0,2,10
"986","Smp_343790",0,0,2,4,2,0,1,4,13
"987","Smp_350010",0,4,2,6,0,12,0,6,30
"988","Smp_145300",6,6,16,26,6,34,0,24,118
"989","Smp_145350",10,4,4,6,2,12,0,16,54
"990","Smp_145360",2,0,0,2,2,4,0,2,12
