"","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04"
"Smp_340630",4,3,0,4,0,2,1,2
"Smp_340650",4,2,0,1,0,4,0,7
"Smp_340670",10,2,8,16,2,10,4,20
"Smp_340700",23,8,18,30,28,73,8,58
"Smp_340800",8,0,4,2,2,2,0,0
"Smp_340900",10,2,0,8,12,16,0,26
"Smp_340960",6,3,2,10,1,3,0,6
"Smp_341020",0,2,2,2,2,0,0,6
"Smp_341080",2,0,0,4,10,6,2,6
"Smp_341180",7,0,3,5,0,5,1,7
"Smp_341240",4,2,2,0,4,0,0,2
"Smp_341490",27,4,3,9,0,8,2,5
"Smp_341530",4,0,0,2,2,2,0,6
"Smp_341680",5,0,1,1,0,2,2,2
"Smp_341840",4,0,0,2,0,0,2,2
"Smp_341860",5,1,2,5,0,7,2,2
"Smp_341930",4,0,2,0,2,0,0,2
"Smp_342060",5,0,2,8,4,8,2,0
"Smp_342090",2,0,2,1,0,5,0,0
"Smp_342160",8,0,4,4,6,6,0,6
"Smp_342170",2,0,4,2,4,4,0,1
"Smp_342190",3,1,3,1,1,1,1,1
"Smp_342330",4,0,0,2,2,4,0,4
"Smp_342360",1,3,0,1,0,2,0,3
"Smp_342570",5,0,2,3,0,2,0,0
"Smp_342800",20,6,14,25,4,11,2,8
"Smp_342840",24,6,8,19,5,15,4,16
"Smp_342860",19,6,14,8,1,10,2,14
"Smp_343120",2,2,2,0,6,4,0,0
"Smp_343150",0,0,2,2,4,2,0,6
"Smp_343220",11,6,1,15,3,7,1,1
"Smp_343250",2,0,0,2,2,2,0,3
"Smp_343350",7,2,5,4,4,8,0,4
"Smp_343430",0,2,2,4,0,0,2,2
"Smp_343480",1,0,3,4,0,8,3,10
"Smp_343490",0,0,3,2,2,2,0,2
"Smp_343560",25,4,13,30,7,24,4,14
"Smp_343610",2,2,1,2,0,0,0,4
"Smp_343640",2,2,4,2,0,0,0,2
"Smp_343760",15,9,9,6,6,13,0,6
"Smp_343770",4,2,2,2,0,4,0,2
"Smp_343790",0,0,2,4,2,0,1,4
"Smp_343840",4,1,5,1,3,4,1,4
"Smp_343900",0,0,0,3,2,2,0,12
"Smp_343910",10,0,2,2,2,0,2,3
"Smp_344240",0,0,0,3,0,2,2,4
"Smp_344430",4,0,0,1,0,2,0,7
"Smp_344440",0,4,4,6,0,8,2,13
"Smp_344690",1,0,0,2,0,8,0,10
"Smp_344710",2,0,2,2,2,0,0,2
"Smp_344910",13,3,8,16,1,4,4,9
"Smp_344930",12,5,0,5,0,7,2,2
"Smp_345030",3,0,0,2,2,0,0,6
"Smp_345290",1,0,0,3,2,5,0,0
"Smp_345330",10,0,2,2,0,0,0,2
"Smp_345340",4,0,4,7,0,3,1,3
"Smp_345350",3,1,1,15,2,4,1,6
"Smp_345410",1,1,0,5,0,1,0,8
"Smp_345510",2,0,2,0,4,0,0,2
"Smp_345570",15,6,20,14,4,12,1,9
"Smp_345580",6,2,0,4,0,1,0,3
"Smp_345880",14,8,6,26,4,13,2,19
"Smp_346020",2,0,4,4,0,4,0,0
"Smp_346040",12,2,4,6,6,4,2,8
"Smp_346070",0,0,0,2,2,0,3,4
"Smp_346130",2,2,2,2,0,2,0,0
"Smp_346280",2,2,2,6,2,0,0,0
"Smp_346320",27,15,5,18,3,34,8,30
"Smp_346460",3,0,0,3,2,4,0,1
"Smp_346640",5,0,0,2,4,2,0,0
"Smp_346690",42,12,16,21,11,27,4,22
"Smp_346760",2,5,0,1,1,1,0,4
"Smp_346810",4,2,1,3,4,11,0,4
"Smp_346850",2,0,2,6,0,6,0,8
"Smp_346970",3,0,0,3,0,6,0,2
"Smp_346980",0,2,0,4,2,0,0,2
"Smp_347050",2,0,0,0,2,2,0,4
"Smp_347060",8,6,14,16,9,38,2,16
"Smp_347110",14,2,10,10,6,14,0,24
"Smp_347120",0,0,4,4,0,4,2,2
"Smp_347140",4,1,2,2,1,2,0,7
"Smp_347160",2,0,2,0,2,4,0,6
"Smp_347300",2,0,0,4,4,2,0,0
"Smp_347580",13,2,4,6,2,1,1,7
"Smp_347610",11,9,13,34,14,27,5,19
"Smp_347640",2,0,2,2,2,0,0,2
"Smp_347700",4,0,4,0,0,8,0,6
"Smp_347800",0,0,1,0,2,5,0,5
"Smp_347830",4,0,2,8,2,2,2,2
"Smp_347870",18,0,9,18,13,24,2,12
"Smp_348090",9,2,2,1,0,5,0,1
"Smp_348230",6,4,2,14,6,18,4,6
"Smp_348380",2,0,2,0,0,1,0,9
"Smp_348520",0,0,0,6,1,6,0,2
"Smp_348610",220,59,57,60,44,234,6,33
"Smp_348930",1,2,2,1,2,4,0,1
"Smp_348940",1,0,0,5,0,3,0,5
"Smp_349020",1,1,1,0,3,7,0,4
"Smp_349050",3,3,0,1,0,5,0,1
"Smp_349080",0,0,6,8,2,2,0,6
"Smp_349100",4,0,0,3,0,2,2,0
"Smp_349400",0,2,1,1,0,2,0,4
"Smp_349520",5,0,1,2,2,2,0,8
"Smp_349530",5,0,1,2,1,4,0,12
"Smp_349560",4,0,7,7,7,31,4,26
"Smp_349580",2,0,0,2,0,2,0,6
"Smp_349630",2,0,2,9,2,19,1,6
"Smp_349650",4,0,2,2,5,0,0,6
"Smp_349700",5,0,0,4,0,1,0,2
"Smp_349860",0,0,0,4,4,2,0,6
"Smp_349870",5,3,8,9,0,4,0,6
"Smp_350010",0,4,2,6,0,12,0,6
"Smp_350020",14,10,11,18,0,22,2,5
"Smp_350050",17,4,2,8,3,14,1,6
"Smp_350100",2,2,10,14,9,44,0,26
"Smp_350120",1,0,0,3,1,7,0,6
"Smp_350180",5,2,8,14,10,52,0,21
"Smp_350190",1364,645,1639,2693,585,3826,187,2242
"Smp_350240",0,0,3,9,3,9,0,13
"Smp_350270",4,3,7,6,1,6,0,4
"Smp_350300",6,3,0,3,0,2,0,0
"Smp_350500",312,105,128,241,24,240,14,128
"Smp_900000",124,24,23,46,6,42,0,29
"Smp_900010",56,8,12,28,0,32,0,23
"Smp_900020",37,2,9,5,0,15,0,11
"Smp_900030",17,0,0,0,1,3,1,3
"Smp_900040",26,2,10,15,0,12,0,4
"Smp_900050",129,22,44,104,4,67,12,52
"Smp_900060",8,0,2,2,2,10,0,0
"Smp_900070",30,2,2,10,2,16,0,8
"Smp_900080",14,2,0,1,0,7,0,5
"Smp_900090",82,24,19,46,4,51,2,44
"Smp_900110",39,0,14,20,4,26,0,15
